id,title,company,location,date_posted,job_type,interval,min_amount,max_amount,currency,is_remote,company_industry,city,seniority,year_exp,education,description
89,Data Analyst,BNP Paribas,New York,2025-06-30,internship,yearly,1671,2776,GBP,True,Industrial,Berlin,intern,10,phd,"As an intern at BNP Paribas in New York, you will Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting."
90,Data Engineer,Airbus,Berlin,2025-05-27,full-time,yearly,71123,91031,EUR,True,Industrial,New York,senior,0,master,"We are looking for a senior Data Engineer at Airbus (Berlin). Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
91,Data Engineer,BNP Paribas,Madrid,2026-01-09,full-time,yearly,43374,50825,EUR,False,Industrial,Madrid,junior,6,phd,"Join BNP Paribas in Madrid as a junior team member. Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
92,AI Researcher,BNP Paribas,Madrid,2025-12-09,part-time,yearly,119612,146965,GBP,False,Tech,Berlin,lead,7,phd,"Lead a high-impact team at BNP Paribas in Madrid. Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
93,Data Engineer,Airbus,Madrid,2025-06-07,internship,yearly,73465,83773,USD,False,Finance,Paris,senior,6,phd,"We are looking for a senior Data Engineer at Airbus (Madrid). Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
94,ML Engineer,Microsoft,Madrid,2025-04-23,part-time,yearly,913,2716,EUR,False,Tech,Berlin,intern,7,phd,"As an intern at Microsoft in Madrid, you will Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
95,ML Engineer,Microsoft,Paris,2025-07-27,full-time,yearly,1750,2223,GBP,False,Finance,New York,intern,8,phd,"As an intern at Microsoft in Paris, you will Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems."
96,ML Engineer,Amazon,Berlin,2025-10-15,part-time,yearly,1280,2574,EUR,False,Consulting,Berlin,intern,8,bachelor,"As an intern at Amazon in Berlin, you will Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems."
97,Data Engineer,Microsoft,Paris,2025-04-12,internship,yearly,1538,2480,EUR,False,Industrial,Madrid,intern,6,unknown,"As an intern at Microsoft in Paris, you will Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
98,Data Engineer,Airbus,Paris,2026-01-21,part-time,yearly,102830,133166,EUR,True,Tech,London,lead,12,unknown,"Lead a high-impact team at Airbus in Paris. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
99,Data Engineer,Airbus,Madrid,2025-04-17,internship,yearly,60186,94971,EUR,False,Industrial,Madrid,senior,2,bachelor,"We are looking for a senior Data Engineer at Airbus (Madrid). Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
100,ML Engineer,Airbus,Paris,2026-01-15,full-time,yearly,31908,50422,GBP,True,Finance,Madrid,junior,11,unknown,"Join Airbus in Paris as a junior team member. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
101,ML Engineer,BNP Paribas,Berlin,2025-12-18,internship,yearly,64196,89795,USD,False,Tech,New York,senior,1,phd,We are looking for a senior ML Engineer at BNP Paribas (Berlin). Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment.
102,ML Engineer,Meta,Paris,2026-03-22,part-time,yearly,116453,148236,GBP,False,Finance,Paris,lead,0,phd,Lead a high-impact team at Meta in Paris. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
103,Data Scientist,Amazon,New York,2026-02-20,internship,yearly,74724,108349,GBP,False,Tech,New York,senior,4,unknown,We are looking for a senior Data Scientist at Amazon (New York). Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
104,Data Analyst,Amazon,London,2026-02-04,internship,yearly,90359,142636,GBP,False,Industrial,London,lead,2,bachelor,Lead a high-impact team at Amazon in London. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
105,Data Analyst,BNP Paribas,London,2025-06-14,internship,yearly,75088,91821,GBP,False,Industrial,Madrid,senior,2,bachelor,"We are looking for a senior Data Analyst at BNP Paribas (London). Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
106,Data Scientist,Meta,Paris,2025-09-17,full-time,yearly,1614,2807,USD,False,Tech,New York,intern,6,unknown,"As an intern at Meta in Paris, you will Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations."
107,AI Researcher,Amazon,Berlin,2025-04-21,internship,yearly,109324,148703,GBP,True,Consulting,London,lead,10,unknown,Lead a high-impact team at Amazon in Berlin. Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
108,Data Scientist,Meta,Paris,2025-10-05,internship,yearly,40648,53152,EUR,False,Tech,New York,junior,5,phd,"Join Meta in Paris as a junior team member. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
109,AI Researcher,Google,Madrid,2025-05-30,internship,yearly,1366,2018,EUR,True,Finance,Paris,intern,7,master,"As an intern at Google in Madrid, you will Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences."
